Perturbation,rank,gene,score,raw_score,hub_penalty,is_transcription_factor
149,150,CD5,2.420471668243408,2.420471668243408,0.0,False
150,151,SOCS2,2.4119813442230225,2.4119813442230225,0.0,False
151,152,CD244,2.4097461700439453,2.4097461700439453,0.0,False
152,153,STAT5B,2.4093356281518936,2.6456992626190186,0.11818181723356247,True
153,154,CSK,2.404679775238037,2.404679775238037,0.0,False
154,155,PROK2,2.397979736328125,2.397979736328125,0.0,False
155,156,CD40,2.3977978229522705,2.3977978229522705,0.0,False
156,157,NOX4,2.3977630138397217,2.3977630138397217,0.0,False
157,158,MAPK9,2.3976666927337646,2.3976666927337646,0.0,False
158,159,DDIT3,2.3914077281951904,2.3914077281951904,0.0,True
159,160,TNFSF10,2.3895950317382812,2.3895950317382812,0.0,False
160,161,IL15,2.3889334201812744,2.3889334201812744,0.0,False
161,162,STAT3,2.3852968215942383,2.3852968215942383,0.0,True
162,163,GATA1,2.3796763252466917,2.397858142852783,0.00909090880304575,True
163,164,LCN2,2.377312660217285,2.377312660217285,0.0,False
164,165,PTPRC,2.375125512480736,2.5205800533294678,0.072727270424366,False
165,166,CSF2,2.362515926361084,2.362515926361084,0.0,False
166,167,NFATC4,2.3497490882873535,2.3497490882873535,0.0,True
167,168,SPN,2.345808506011963,2.345808506011963,0.0,False
168,169,KIR2DL3,2.345724105834961,2.345724105834961,0.0,False
169,170,THEMIS2,2.344252109527588,2.344252109527588,0.0,False
170,171,IKZF5,2.344034433364868,2.344034433364868,0.0,True
171,172,CCL2,2.342872142791748,2.342872142791748,0.0,False
172,173,FOXO3,2.3425710201263428,2.3425710201263428,0.0,True
173,174,ACKR2,2.341285228729248,2.341285228729248,0.0,False
174,175,DDI1,2.341285228729248,2.341285228729248,0.0,False
175,176,LDHC,2.3399670124053955,2.3399670124053955,0.0,False
176,177,GAREM1,2.3384976387023926,2.3384976387023926,0.0,False
177,178,FER,2.337575674057007,2.337575674057007,0.0,False
178,179,LTA4H,2.3314571380615234,2.3314571380615234,0.0,False
179,180,MMP3,2.330296277999878,2.330296277999878,0.0,False
180,181,MAGEA2,2.3302114009857178,2.3302114009857178,0.0,False
181,182,GSTP1,2.328521251678467,2.328521251678467,0.0,False
182,183,NOXO1,2.322507381439209,2.322507381439209,0.0,False
183,184,CD86,2.3205008506774902,2.3205008506774902,0.0,False
184,185,PTPN1,2.315673351287842,2.315673351287842,0.0,False
185,186,BAK1,2.312983989715576,2.312983989715576,0.0,False
186,187,MAPK8,2.307344436645508,2.307344436645508,0.0,False
187,188,hsa-miR-342,2.306241750717163,2.306241750717163,0.0,False
188,189,ADRA1B,2.3002493381500244,2.3002493381500244,0.0,False
189,190,NFE2L3,2.2961559295654297,2.2961559295654297,0.0,True
190,191,BCR,2.2955245804041624,2.313706398010254,0.00909090880304575,False
191,192,TMPRSS2,2.293226718902588,2.293226718902588,0.0,False
192,193,PLAGL1,2.2931013107299805,2.2931013107299805,0.0,True
193,194,DOK1,2.2908833026885986,2.2908833026885986,0.0,False
194,195,RASA1,2.2902626991271973,2.2902626991271973,0.0,False
195,196,MIER3,2.289285898208618,2.289285898208618,0.0,False
196,197,LAG3,2.288614511489868,2.288614511489868,0.0,False
197,198,TNFRSF10A,2.287978410720825,2.287978410720825,0.0,False
198,199,ITGAE,2.2712483406066895,2.2712483406066895,0.0,False
199,200,CTNNA1,2.2667462825775146,2.2667462825775146,0.0,False
200,201,HCLS1,2.2664430141448975,2.2664430141448975,0.0,False
201,202,CD163,2.265281915664673,2.265281915664673,0.0,False
202,203,PIK3R2,2.26033353805542,2.26033353805542,0.0,False
203,204,NKX2-1,2.2601475715637207,2.2601475715637207,0.0,True
204,205,CBLB,2.256821632385254,2.256821632385254,0.0,False
205,206,CCL5,2.255178928375244,2.255178928375244,0.0,False
206,207,ITK,2.253219349309802,2.2714011669158936,0.00909090880304575,False
207,208,DIABLO,2.2502124309539795,2.2502124309539795,0.0,False
208,209,KRT27,2.2482733726501465,2.2482733726501465,0.0,False
209,210,GATA4,2.2409825325012207,2.2409825325012207,0.0,True
210,211,FOXP3,2.2344096899032593,2.8525915145874023,0.30909091234207153,True
211,212,SHC1,2.2299895118921995,2.248171329498291,0.00909090880304575,False
212,213,G-gamma,2.2291502952575684,2.2291502952575684,0.0,False
213,214,CSF1,2.222038745880127,2.222038745880127,0.0,False
214,215,FCGR2B,2.2204713821411133,2.2204713821411133,0.0,False
215,216,KDM6B,2.21631121635437,2.21631121635437,0.0,False
216,217,IP6K2,2.2147586345672607,2.2147586345672607,0.0,False
217,218,IL-21,2.2073144912719727,2.2073144912719727,0.0,False
218,219,GAB2,2.2066285610198975,2.2066285610198975,0.0,False
219,220,ZAP70,2.2055983375757933,2.2237801551818848,0.00909090880304575,False
220,221,PROKR2,2.2033145427703857,2.2033145427703857,0.0,False
221,222,IL21,2.200181007385254,2.200181007385254,0.0,False
222,223,CD200R1L,2.1915135383605957,2.1915135383605957,0.0,False
223,224,PTGS2,2.1909775733947754,2.1909775733947754,0.0,False
224,225,CD79A,2.1887979339808226,2.206979751586914,0.00909090880304575,False
225,226,SOCS3,2.1887636184692383,2.1887636184692383,0.0,False
226,227,SFTPA2,2.1883187294006348,2.1883187294006348,0.0,False
227,228,LMO4,2.1872751712799072,2.1872751712799072,0.0,False
228,229,TNFRSF4,2.1852059364318848,2.1852059364318848,0.0,False
229,230,TXK,2.1802756786346436,2.1802756786346436,0.0,False
230,231,ARHGEF18,2.1799778938293457,2.1799778938293457,0.0,False
231,232,PTPN22,2.179422616958618,2.179422616958618,0.0,False
232,233,CKMT1B,2.174704074859619,2.174704074859619,0.0,False
233,234,NCR3LG1,2.17177414894104,2.17177414894104,0.0,False
234,235,CD40LG,2.168890953063965,2.168890953063965,0.0,False
235,236,hsa-miR-708-5p,2.1636509895324707,2.1636509895324707,0.0,False
236,237,IP6K3,2.159543037414551,2.159543037414551,0.0,False
237,238,CCR7,2.159236192703247,2.159236192703247,0.0,False
238,239,TGFBR1,2.15388822555542,2.15388822555542,0.0,False
239,240,SYK,2.152236206457019,2.1704180240631104,0.00909090880304575,False
240,241,CD79B,2.152230978012085,2.152230978012085,0.0,False
241,242,FRS2,2.150240421295166,2.150240421295166,0.0,False
242,243,MFGE8,2.149127244949341,2.149127244949341,0.0,False
243,244,CD207,2.147948741912842,2.147948741912842,0.0,False
244,245,JAK1,2.1462173461914062,2.1462173461914062,0.0,False
245,246,ARL17B,2.1459312438964844,2.1459312438964844,0.0,False
246,247,FAM3B,2.142688751220703,2.142688751220703,0.0,False
247,248,CCL27,2.140493631362915,2.140493631362915,0.0,False
248,249,RUNX3,2.1381216049194336,2.1381216049194336,0.0,True
249,250,IFNG,2.1375138759613037,2.392059326171875,0.12727272510528564,False
250,251,NFATC2,2.135010004043579,2.135010004043579,0.0,True
251,252,CFLAR,2.1347856521606445,2.1347856521606445,0.0,False
252,253,IKZF2,2.13083553314209,2.13083553314209,0.0,True
253,254,HEL-S-112,2.130333185195923,2.130333185195923,0.0,False
254,255,MXD4,2.1288866996765137,2.1288866996765137,0.0,True
255,256,JUND,2.120943784713745,2.866398334503174,0.37272727489471436,True
256,257,CD3E,2.1153938435018063,2.1517574787139893,0.0181818176060915,False
257,258,ULBP2,2.114206075668335,2.114206075668335,0.0,False
258,259,PIK3CA,2.110049247741699,2.110049247741699,0.0,False
259,260,OGFR,2.103346824645996,2.103346824645996,0.0,False
260,261,LRRC37A,2.094968557357788,2.094968557357788,0.0,False
261,262,CYP4F3,2.094728946685791,2.094728946685791,0.0,False
262,263,TGFA,2.0931665897369385,2.0931665897369385,0.0,False
263,264,GAB3,2.088331460952759,2.088331460952759,0.0,False
264,265,MAP2K1,2.087599277496338,2.087599277496338,0.0,False
265,266,IFI16,2.081977367401123,2.081977367401123,0.0,False
266,267,CYP2A13,2.081033706665039,2.081033706665039,0.0,False
267,268,RIGI,2.076880931854248,2.076880931854248,0.0,False
268,269,PRKD3,2.0728821754455566,2.0728821754455566,0.0,False
269,270,TNFRSF25,2.0713367462158203,2.0713367462158203,0.0,False
270,271,SFTPA1,2.061840534210205,2.061840534210205,0.0,False
271,272,APRG1,2.060499906539917,2.060499906539917,0.0,False
272,273,IL3RA,2.059664487838745,2.059664487838745,0.0,False
273,274,VAV2,2.0582833290100098,2.0582833290100098,0.0,False
274,275,CNOT9,2.0556998252868652,2.0556998252868652,0.0,False
275,276,CD33,2.0512804985046387,2.0512804985046387,0.0,False
276,277,CACNA1B,2.046835422515869,2.046835422515869,0.0,False
277,278,MYOZ2,2.045290946960449,2.045290946960449,0.0,False
278,279,PIK3R1,2.042348861694336,2.042348861694336,0.0,False
279,280,NT5E,2.040632963180542,2.040632963180542,0.0,False
280,281,ENTREP1,2.036166191101074,2.036166191101074,0.0,False
281,282,ATF3,2.034945487976074,2.034945487976074,0.0,True
282,283,PTGES,2.030517578125,2.030517578125,0.0,False
283,284,MAFF,2.0301991403102875,2.448380947113037,0.20909090340137482,True
284,285,HDAC1,2.0268285274505615,2.0268285274505615,0.0,False
285,286,ULBP3,2.026815414428711,2.026815414428711,0.0,False
286,287,SPIB,2.025911331176758,2.025911331176758,0.0,True
287,288,GRAP2,2.0251643657684326,2.0251643657684326,0.0,False
288,289,PIK3R3,2.0219576358795166,2.0219576358795166,0.0,False
289,290,TNF,2.0171279907226562,2.0171279907226562,0.0,False
290,291,HOXB4,2.016796112060547,2.016796112060547,0.0,True
291,292,A1BG,2.016293525695801,2.016293525695801,0.0,False
292,293,CD40 ligand,2.0117688179016113,2.0117688179016113,0.0,False
293,294,ALOX15,2.0111143589019775,2.0111143589019775,0.0,False
294,295,CASP3,2.0060842037200928,2.0060842037200928,0.0,False
295,296,FSCN1,2.004070520401001,2.004070520401001,0.0,False
296,297,CEBPB,2.0037410259246826,2.0037410259246826,0.0,True
297,298,ARHGDIA,1.9964580535888672,1.9964580535888672,0.0,False
298,299,GPX1,1.9930042028427124,1.9930042028427124,0.0,False
299,300,CCKBR,1.9927233457565308,1.9927233457565308,0.0,False
300,301,NPY6R,1.990487813949585,1.990487813949585,0.0,False
301,302,DRAM1,1.9883811473846436,1.9883811473846436,0.0,False
302,303,BANP,1.9858428239822388,1.9858428239822388,0.0,False
303,304,PTGDS,1.9800971746444702,1.9800971746444702,0.0,False
304,305,NFKB1,1.9755148887634277,1.9755148887634277,0.0,True
305,306,CD80,1.9738924503326416,1.9738924503326416,0.0,False
306,307,CXCR2,1.9667681455612183,1.9667681455612183,0.0,False
307,308,ITGAV,1.9648113250732422,1.9648113250732422,0.0,False
308,309,CRYBG1,1.9644224643707275,1.9644224643707275,0.0,False
309,310,FCER2,1.9634581804275513,1.9634581804275513,0.0,False
310,311,GAPDH,1.9584615230560303,1.9584615230560303,0.0,False
311,312,SOX4,1.956215739250183,1.956215739250183,0.0,True
312,313,SOCS7,1.9558591842651367,1.9558591842651367,0.0,False
