Perturbation,tf_rank,rank,gene,score,raw_score,hub_penalty,is_transcription_factor
158,159,999,PPARG,0.6585323810577393,0.6585323810577393,0.0,True
159,160,1002,CEBPA,0.6522652506828308,0.6522652506828308,0.0,True
160,161,1010,OSR2,0.6349436640739441,0.6349436640739441,0.0,True
161,162,1013,HEY1,0.6302668452262878,0.6302668452262878,0.0,True
162,163,1069,NFIL3,0.5064682960510254,0.5064682960510254,0.0,True
163,164,1081,CREB3L2,0.4840763807296753,0.4840763807296753,0.0,True
164,165,1085,TBX18,0.47845590114593506,0.47845590114593506,0.0,True
165,166,1091,GSX1,0.4669214189052582,0.4669214189052582,0.0,True
166,167,1096,BATF2,0.45712706446647644,0.45712706446647644,0.0,True
167,168,1105,CREB1,0.4400620758533478,0.4400620758533478,0.0,True
168,169,1110,NFKB2,0.4317938983440399,0.4317938983440399,0.0,True
169,170,1120,NOTO,0.4122273027896881,0.4122273027896881,0.0,True
170,171,1127,ZNF382,0.4002966582775116,0.4002966582775116,0.0,True
171,172,1150,ERG,0.37226688861846924,0.37226688861846924,0.0,True
172,173,1153,MLX,0.370596319437027,0.370596319437027,0.0,True
173,174,1176,TWIST2,0.34254327416419983,0.34254327416419983,0.0,True
174,175,1180,LYL1,0.33743077516555786,0.33743077516555786,0.0,True
175,176,1182,MNT,0.3349534869194031,0.3349534869194031,0.0,True
176,177,1184,SP1,0.3345465660095215,0.3345465660095215,0.0,True
177,178,1212,BACH1,0.2864353656768799,0.2864353656768799,0.0,True
178,179,1222,SPEN,0.2730731964111328,0.2730731964111328,0.0,True
179,180,1227,RBCK1,0.2587881088256836,0.2587881088256836,0.0,True
180,181,1237,ZNF420,0.24783071875572205,0.24783071875572205,0.0,True
181,182,1240,MLXIP,0.2370479702949524,0.2370479702949524,0.0,True
182,183,1241,USF1,0.23647519946098328,0.23647519946098328,0.0,True
183,184,1256,E2F1,0.210139662027359,0.210139662027359,0.0,True
184,185,1281,ZGPAT,0.16830691695213318,0.16830691695213318,0.0,True
185,186,1283,ZBTB44,0.1665964126586914,0.1665964126586914,0.0,True
186,187,1291,SP3,0.15982171893119812,0.15982171893119812,0.0,True
187,188,1292,HMG20A,0.1558501124382019,0.1558501124382019,0.0,True
188,189,1297,PCGF2,0.1452580690383911,0.1452580690383911,0.0,True
189,190,1312,ZXDC,0.12287282943725586,0.12287282943725586,0.0,True
190,191,1314,IRX5,0.12154246121644974,0.12154246121644974,0.0,True
191,192,1325,MYBL1,0.1093391478061676,0.1093391478061676,0.0,True
192,193,1337,MEOX2,0.10079551488161087,0.10079551488161087,0.0,True
193,194,1341,PAX5,0.09476667642593384,0.09476667642593384,0.0,True
194,195,1385,GLMP,0.039066165685653687,0.039066165685653687,0.0,True
195,196,1397,MEOX1,0.016820885241031647,0.016820885241031647,0.0,True
196,197,1420,ZNF79,-0.02379654347896576,-0.02379654347896576,0.0,True
197,198,1436,NR2F2,-0.048683904111385345,-0.048683904111385345,0.0,True
198,199,1439,TFAP4,-0.05264604091644287,-0.05264604091644287,0.0,True
199,200,1455,ZNF609,-0.0692756175994873,-0.0692756175994873,0.0,True
200,201,1460,HMBOX1,-0.08048485219478607,-0.08048485219478607,0.0,True
201,202,1461,ARID5B,-0.08260518312454224,-0.08260518312454224,0.0,True
202,203,1462,NFYA,-0.08417874574661255,-0.08417874574661255,0.0,True
203,204,1474,ZNF569,-0.09995275735855103,-0.09995275735855103,0.0,True
204,205,1481,NANOGP8,-0.11814574152231216,-0.11814574152231216,0.0,True
205,206,1487,ATOH8,-0.12848371267318726,-0.12848371267318726,0.0,True
206,207,1493,ZNF3,-0.13399282097816467,-0.13399282097816467,0.0,True
207,208,1511,NKX6-3,-0.16513973474502563,-0.16513973474502563,0.0,True
208,209,1515,CBX2,-0.17000913619995117,-0.17000913619995117,0.0,True
209,210,1528,SP5,-0.19223710894584656,-0.19223710894584656,0.0,True
210,211,1529,AHR,-0.19594913721084595,-0.19594913721084595,0.0,True
211,212,1539,TCF7L2,-0.21350950002670288,-0.21350950002670288,0.0,True
212,213,1557,KLF14,-0.22928257286548615,-0.22928257286548615,0.0,True
213,214,1558,ZNF148,-0.22942018508911133,-0.22942018508911133,0.0,True
214,215,1559,GATA3,-0.22960835695266724,-0.22960835695266724,0.0,True
215,216,1561,ZBTB7A,-0.23147040605545044,-0.23147040605545044,0.0,True
216,217,1569,OVOL1,-0.24909108877182007,-0.24909108877182007,0.0,True
217,218,1575,RHOXF1,-0.25821298360824585,-0.25821298360824585,0.0,True
218,219,1579,ZNF20,-0.26461493968963623,-0.26461493968963623,0.0,True
219,220,1606,ZFP64,-0.2984386682510376,-0.2984386682510376,0.0,True
220,221,1623,MESP1,-0.32686105370521545,-0.32686105370521545,0.0,True
221,222,1626,ESR1,-0.33143526315689087,-0.33143526315689087,0.0,True
222,223,1646,AKAP8L,-0.35299330949783325,-0.35299330949783325,0.0,True
223,224,1665,RARA,-0.37953895330429077,-0.37953895330429077,0.0,True
224,225,1668,EPAS1,-0.38170987367630005,-0.38170987367630005,0.0,True
225,226,1672,TCF4,-0.39119935035705566,-0.39119935035705566,0.0,True
226,227,1711,BARHL1,-0.4369022250175476,-0.4369022250175476,0.0,True
227,228,1720,CREB3L3,-0.4511750340461731,-0.4511750340461731,0.0,True
228,229,1722,RUNX1,-0.4512593746185303,-0.4512593746185303,0.0,True
229,230,1728,GATA6,-0.4630414843559265,-0.4630414843559265,0.0,True
230,231,1736,DMRT3,-0.47323277592658997,-0.47323277592658997,0.0,True
231,232,1757,INSM2,-0.5000718832015991,-0.5000718832015991,0.0,True
232,233,1772,ETV3,-0.526192307472229,-0.526192307472229,0.0,True
233,234,1780,AR,-0.5328193306922913,-0.5328193306922913,0.0,True
234,235,1781,NR2F6,-0.5350333452224731,-0.5350333452224731,0.0,True
235,236,1790,ZNF219,-0.5521678924560547,-0.5521678924560547,0.0,True
236,237,1801,E2F7,-0.5751174688339233,-0.5751174688339233,0.0,True
237,238,1806,CUX1,-0.5808872580528259,-0.5808872580528259,0.0,True
238,239,1826,ZBTB7C,-0.5968312621116638,-0.5968312621116638,0.0,True
239,240,1834,HOXD10,-0.6064528226852417,-0.6064528226852417,0.0,True
240,241,1865,HOXA7,-0.6556856632232666,-0.6556856632232666,0.0,True
241,242,1869,GATAD2B,-0.6594264507293701,-0.6594264507293701,0.0,True
242,243,1888,TET1,-0.6880728006362915,-0.6880728006362915,0.0,True
243,244,1892,NKX3-1,-0.6901788711547852,-0.6901788711547852,0.0,True
244,245,1908,HOXB1,-0.7084327936172485,-0.7084327936172485,0.0,True
245,246,1911,ZHX3,-0.7095689177513123,-0.7095689177513123,0.0,True
246,247,1929,RXRB,-0.7294545769691467,-0.7294545769691467,0.0,True
247,248,1937,SALL2,-0.7440386414527893,-0.7440386414527893,0.0,True
248,249,1974,DMBX1,-0.7833372354507446,-0.7833372354507446,0.0,True
249,250,1999,TFEC,-0.8159775733947754,-0.8159775733947754,0.0,True
250,251,2019,GATAD2A,-0.8414283990859985,-0.8414283990859985,0.0,True
251,252,2034,EBF1,-0.8567649722099304,-0.8567649722099304,0.0,True
252,253,2042,TFAP2A,-0.8606806397438049,-0.8606806397438049,0.0,True
253,254,2046,AKAP8,-0.8662064671516418,-0.8662064671516418,0.0,True
254,255,2063,CPEB1,-0.8871920108795166,-0.8871920108795166,0.0,True
255,256,2069,ZNF410,-0.8903652429580688,-0.8903652429580688,0.0,True
256,257,2075,LCOR,-0.8981189727783203,-0.8981189727783203,0.0,True
257,258,2091,HOXD11,-0.9164217710494995,-0.9164217710494995,0.0,True
258,259,2101,TET2,-0.9276498556137085,-0.9276498556137085,0.0,True
259,260,2103,GMEB1,-0.9282934665679932,-0.9282934665679932,0.0,True
260,261,2106,VDR,-0.9302888512611389,-0.9302888512611389,0.0,True
261,262,2108,AHCTF1,-0.9320999979972839,-0.9320999979972839,0.0,True
262,263,2109,KDM5B,-0.9324618577957153,-0.9324618577957153,0.0,True
263,264,2122,TCF3,-0.95611172914505,-0.95611172914505,0.0,True
264,265,2125,MAF,-0.9581845998764038,-0.6309118866920471,0.16363635659217834,True
265,266,2141,E2F2,-0.972672164440155,-0.972672164440155,0.0,True
266,267,2154,SRF,-0.9905100464820862,-0.9905100464820862,0.0,True
267,268,2158,CREB3,-0.9926890134811401,-0.9926890134811401,0.0,True
268,269,2164,RBPJ,-1.0006732940673828,-1.0006732940673828,0.0,True
269,270,2165,YY1,-1.0029830932617188,-1.0029830932617188,0.0,True
270,271,2188,RBPJL,-1.0269864797592163,-1.0269864797592163,0.0,True
271,272,2200,NR2C1,-1.0443997383117676,-1.0443997383117676,0.0,True
272,273,2201,HEYL,-1.0449376106262207,-1.0449376106262207,0.0,True
273,274,2208,HES1,-1.0500462055206299,-1.0500462055206299,0.0,True
274,275,2233,HOXD8,-1.070665955543518,-1.070665955543518,0.0,True
275,276,2236,ZNF140,-1.072422981262207,-1.072422981262207,0.0,True
276,277,2275,POU5F1,-1.1132503747940063,-1.1132503747940063,0.0,True
277,278,2278,ZNF547,-1.113722324371338,-1.113722324371338,0.0,True
278,279,2290,HOXB9,-1.1303179264068604,-1.1303179264068604,0.0,True
279,280,2295,MNX1,-1.136566400527954,-1.136566400527954,0.0,True
280,281,2299,ARNT,-1.1395926475524902,-1.1395926475524902,0.0,True
281,282,2311,HIF3A,-1.148323893547058,-1.148323893547058,0.0,True
282,283,2313,MYOG,-1.1501100063323975,-1.1501100063323975,0.0,True
283,284,2317,ZNF346,-1.1549403667449951,-1.1549403667449951,0.0,True
284,285,2322,OSR1,-1.1599781513214111,-1.1599781513214111,0.0,True
285,286,2326,TSHZ2,-1.1651279926300049,-1.1651279926300049,0.0,True
286,287,2328,TFDP2,-1.166268229484558,-1.166268229484558,0.0,True
287,288,2337,EGR2,-1.1709574460983276,-1.1709574460983276,0.0,True
288,289,2345,FOXO6,-1.1813561916351318,-1.1813561916351318,0.0,True
289,290,2369,FOXE1,-1.2023509740829468,-1.2023509740829468,0.0,True
290,291,2370,TCFL5,-1.2033562660217285,-1.2033562660217285,0.0,True
291,292,2379,CTCF,-1.2077195644378662,-1.2077195644378662,0.0,True
292,293,2384,ASCL2,-1.209241509437561,-1.209241509437561,0.0,True
293,294,2395,INSM1,-1.2198240756988525,-1.2198240756988525,0.0,True
294,295,2397,GMEB2,-1.221126914024353,-1.221126914024353,0.0,True
295,296,2409,RXRA,-1.2330305576324463,-1.2330305576324463,0.0,True
296,297,2415,ZFPM1,-1.2392172813415527,-1.2392172813415527,0.0,True
297,298,2425,ESRRA,-1.2479066848754883,-1.2479066848754883,0.0,True
298,299,2445,ZNF687,-1.2604517936706543,-1.2604517936706543,0.0,True
299,300,2468,NFX1,-1.2785592079162598,-1.2785592079162598,0.0,True
300,301,2473,LIN54,-1.286402940750122,-1.286402940750122,0.0,True
301,302,2478,ZNF331,-1.2913572788238525,-1.2913572788238525,0.0,True
302,303,2479,ALX1,-1.2920434474945068,-1.2920434474945068,0.0,True
303,304,2485,ZNF175,-1.2945148944854736,-1.2945148944854736,0.0,True
304,305,2494,MEF2C,-1.3014171123504639,-1.3014171123504639,0.0,True
305,306,2501,NKX2-8,-1.3104130029678345,-1.3104130029678345,0.0,True
306,307,2508,PEG3,-1.3147392272949219,-1.3147392272949219,0.0,True
307,308,2509,BHLHE41,-1.3147668838500977,-1.3147668838500977,0.0,True
308,309,2533,MAZ,-1.3313357830047607,-1.3313357830047607,0.0,True
309,310,2536,NCOA3,-1.3337182998657227,-1.3337182998657227,0.0,True
310,311,2540,RORA,-1.3375961780548096,-1.3375961780548096,0.0,True
311,312,2541,NME2,-1.3389523029327393,-1.3389523029327393,0.0,True
312,313,2548,ZNF14,-1.3447070121765137,-1.3447070121765137,0.0,True
313,314,2554,NANOG,-1.3495581150054932,-1.3495581150054932,0.0,True
314,315,2563,POU2F2,-1.3548038005828857,-1.3548038005828857,0.0,True
315,316,2569,RFX5,-1.3572052717208862,-1.3572052717208862,0.0,True
316,317,2570,CTCFL,-1.3575304746627808,-1.3575304746627808,0.0,True
317,318,2574,ZNF281,-1.3597902059555054,-1.3597902059555054,0.0,True
318,319,2577,PRDM9,-1.3606679439544678,-1.3606679439544678,0.0,True
319,320,2582,CDC5L,-1.363206386566162,-1.363206386566162,0.0,True
320,321,2596,KLF4,-1.3721418380737305,-1.3721418380737305,0.0,True
321,322,2601,BAZ2A,-1.3739075660705566,-1.3739075660705566,0.0,True
322,323,2608,PBX3,-1.3788118362426758,-1.3788118362426758,0.0,True
323,324,2612,SOX2,-1.3812625408172607,-1.3812625408172607,0.0,True
324,325,2625,HBP1,-1.3874313831329346,-1.3874313831329346,0.0,True
325,326,2635,HLX,-1.390584945678711,-1.390584945678711,0.0,True
326,327,2638,E2F8,-1.3923579454421997,-1.3923579454421997,0.0,True
327,328,2641,SP110,-1.3930206298828125,-1.3930206298828125,0.0,True
328,329,2647,TET3,-1.3945266008377075,-1.3945266008377075,0.0,True
329,330,2654,ADNP2,-1.3997244834899902,-1.3997244834899902,0.0,True
330,331,2680,IKZF4,-1.4207062721252441,-1.4207062721252441,0.0,True
331,332,2686,ZBTB7B,-1.4243934154510498,-1.4243934154510498,0.0,True
332,333,2688,MXD1,-1.426124095916748,-1.426124095916748,0.0,True
333,334,2699,ESRRB,-1.4318900108337402,-1.4318900108337402,0.0,True
334,335,2707,MEF2D,-1.435544490814209,-1.435544490814209,0.0,True
335,336,2735,PRR12,-1.4508056640625,-1.4508056640625,0.0,True
336,337,2740,FOXM1,-1.4538196325302124,-1.4538196325302124,0.0,True
337,338,2747,PITX2,-1.4597420692443848,-1.4597420692443848,0.0,True
338,339,2755,EN2,-1.463410496711731,-1.463410496711731,0.0,True
339,340,2759,SOX21,-1.4647051095962524,-1.4647051095962524,0.0,True
340,341,2763,ZNF268,-1.4659926891326904,-1.4659926891326904,0.0,True
341,342,2768,HES3,-1.4681878089904785,-1.4681878089904785,0.0,True
342,343,2769,NEUROD6,-1.469883680343628,-1.469883680343628,0.0,True
343,344,2774,MAX,-1.472532033920288,-1.472532033920288,0.0,True
344,345,2777,MZF1,-1.4737038612365723,-1.4737038612365723,0.0,True
345,346,2778,HMG20B,-1.4737577438354492,-1.4737577438354492,0.0,True
346,347,2806,PGR,-1.4888825416564941,-1.4888825416564941,0.0,True
347,348,2809,IRX3,-1.4905543327331543,-1.4905543327331543,0.0,True
348,349,2821,SP9,-1.496585488319397,-1.496585488319397,0.0,True
349,350,2823,MXI1,-1.497151255607605,-1.497151255607605,0.0,True
350,351,2846,KLF16,-1.5081019401550293,-1.5081019401550293,0.0,True
351,352,2859,PAX7,-1.5159482955932617,-1.5159482955932617,0.0,True
352,353,2865,KLF17,-1.5218768119812012,-1.5218768119812012,0.0,True
353,354,2867,CHCHD3,-1.5229387283325195,-1.5229387283325195,0.0,True
354,355,2877,NR1H2,-1.5266661643981934,-1.5266661643981934,0.0,True
355,356,2886,SKI,-1.5319833755493164,-1.5319833755493164,0.0,True
356,357,2890,ZSCAN10,-1.534324049949646,-1.534324049949646,0.0,True
357,358,2894,SOX11,-1.5358703136444092,-1.5358703136444092,0.0,True
358,359,2913,SHOX,-1.5400649309158325,-1.5400649309158325,0.0,True
359,360,2915,MECP2,-1.541057825088501,-1.541057825088501,0.0,True
360,361,2923,GLI2,-1.5440593957901,-1.5440593957901,0.0,True
361,362,2925,SMAD1,-1.5443894863128662,-1.5443894863128662,0.0,True
362,363,2928,KLF10,-1.5456883907318115,-1.5456883907318115,0.0,True
363,364,2943,TGIF1,-1.5548689365386963,-1.5548689365386963,0.0,True
364,365,2958,ATF1,-1.562393069267273,-1.562393069267273,0.0,True
365,366,2963,HOXB3,-1.5638056993484497,-1.5638056993484497,0.0,True
366,367,2971,HOXA10,-1.5649442672729492,-1.5649442672729492,0.0,True
367,368,2977,PLAG1,-1.5662579536437988,-1.5662579536437988,0.0,True
368,369,2979,ETV1,-1.566796064376831,-1.566796064376831,0.0,True
369,370,2992,MBD1,-1.572741985321045,-1.572741985321045,0.0,True
370,371,3000,ZNF200,-1.5761075019836426,-1.5761075019836426,0.0,True
371,372,3003,AKNA,-1.5790311098098755,-1.5790311098098755,0.0,True
372,373,3007,SKIL,-1.5805027484893799,-1.5805027484893799,0.0,True
373,374,3014,MITF,-1.5834782123565674,-1.5834782123565674,0.0,True
374,375,3017,CASZ1,-1.5842125415802002,-1.5842125415802002,0.0,True
375,376,3019,KCNIP3,-1.585395336151123,-1.585395336151123,0.0,True
376,377,3024,TP63,-1.586755394935608,-1.586755394935608,0.0,True
377,378,3037,ATF5,-1.5911173820495605,-1.5911173820495605,0.0,True
378,379,3041,PKNOX1,-1.5926282405853271,-1.5926282405853271,0.0,True
379,380,3080,MEIS1,-1.6062391996383667,-1.6062391996383667,0.0,True
380,381,3085,ZNF592,-1.6090497970581055,-1.6090497970581055,0.0,True
381,382,3087,PLSCR1,-1.6100637912750244,-1.6100637912750244,0.0,True
382,383,3088,ZKSCAN1,-1.6108139753341675,-1.6108139753341675,0.0,True
383,384,3089,CHAMP1,-1.6112972497940063,-1.6112972497940063,0.0,True
384,385,3099,MLXIPL,-1.6183587312698364,-1.6183587312698364,0.0,True
385,386,3101,NR4A2,-1.6191436052322388,-1.6191436052322388,0.0,True
386,387,3106,FAM170A,-1.621683120727539,-1.621683120727539,0.0,True
387,388,3107,ZBTB33,-1.6216840744018555,-1.6216840744018555,0.0,True
388,389,3112,KLF8,-1.6247079372406006,-1.6247079372406006,0.0,True
389,390,3120,SOX17,-1.6276447772979736,-1.6276447772979736,0.0,True
390,391,3121,VENTX,-1.6277320384979248,-1.6277320384979248,0.0,True
391,392,3140,HOXD3,-1.6348248720169067,-1.6348248720169067,0.0,True
392,393,3160,TBX19,-1.6414430141448975,-1.6414430141448975,0.0,True
393,394,3170,FOXJ3,-1.6450605392456055,-1.6450605392456055,0.0,True
394,395,3190,PATZ1,-1.654619574546814,-1.654619574546814,0.0,True
395,396,3205,SETBP1,-1.6612752676010132,-1.6612752676010132,0.0,True
396,397,3206,ZBTB22,-1.661457896232605,-1.661457896232605,0.0,True
397,398,3225,KLF13,-1.6710381507873535,-1.6710381507873535,0.0,True
398,399,3242,VEZF1,-1.6768275499343872,-1.6768275499343872,0.0,True
399,400,3246,ZNF316,-1.6778827905654907,-1.6778827905654907,0.0,True
400,401,3247,REST,-1.677932620048523,-1.677932620048523,0.0,True
401,402,3253,FOXA1,-1.6805033683776855,-1.6805033683776855,0.0,True
402,403,3260,ZBTB38,-1.682671308517456,-1.682671308517456,0.0,True
403,404,3264,MYOD1,-1.6862897872924805,-1.6862897872924805,0.0,True
404,405,3267,ZNF117,-1.6874059438705444,-1.6874059438705444,0.0,True
405,406,3268,KMT2B,-1.6883281469345093,-1.6883281469345093,0.0,True
406,407,3274,MEF2A,-1.6897876262664795,-1.6897876262664795,0.0,True
407,408,3277,KLF6,-1.6908258199691772,-1.6908258199691772,0.0,True
408,409,3282,IRX2,-1.6911628246307373,-1.6911628246307373,0.0,True
409,410,3295,ISL2,-1.6961796283721924,-1.6961796283721924,0.0,True
410,411,3303,ZNF383,-1.6977207660675049,-1.6977207660675049,0.0,True
411,412,3305,HHEX,-1.6983249187469482,-1.6983249187469482,0.0,True
412,413,3308,KMT2A,-1.7003302574157715,-1.7003302574157715,0.0,True
413,414,3309,ZFAT,-1.7005432844161987,-1.7005432844161987,0.0,True
414,415,3323,SOX9,-1.7045881748199463,-1.7045881748199463,0.0,True
415,416,3331,ZNF513,-1.7062287330627441,-1.7062287330627441,0.0,True
416,417,3336,PPARA,-1.7071239948272705,-1.7071239948272705,0.0,True
417,418,3340,FOXG1,-1.7075560092926025,-1.7075560092926025,0.0,True
418,419,3344,CENPB,-1.7087464332580566,-1.7087464332580566,0.0,True
419,420,3353,LHX8,-1.7116305828094482,-1.7116305828094482,0.0,True
420,421,3356,LMX1B,-1.7129650115966797,-1.7129650115966797,0.0,True
421,422,3407,ZBTB24,-1.7295328378677368,-1.7295328378677368,0.0,True
422,423,3421,DOT1L,-1.7333600521087646,-1.7333600521087646,0.0,True
423,424,3425,NKX2-3,-1.733591079711914,-1.733591079711914,0.0,True
424,425,3442,ELF1,-1.7379605770111084,-1.7379605770111084,0.0,True
425,426,3449,TBX4,-1.739055871963501,-1.739055871963501,0.0,True
426,427,3463,SMYD3,-1.7431261539459229,-1.7431261539459229,0.0,True
427,428,3475,HOXC8,-1.7453875541687012,-1.7453875541687012,0.0,True
428,429,3478,RFX4,-1.7461044788360596,-1.7461044788360596,0.0,True
429,430,3480,HNF4A,-1.7464462518692017,-1.7464462518692017,0.0,True
430,431,3507,L3MBTL3,-1.752974510192871,-1.752974510192871,0.0,True
431,432,3510,ARID2,-1.7535138130187988,-1.7535138130187988,0.0,True
432,433,3518,GATA2,-1.7546794414520264,-1.7546794414520264,0.0,True
433,434,3519,ZNF500,-1.7547829151153564,-1.7547829151153564,0.0,True
434,435,3522,NCOA1,-1.7553410530090332,-1.7553410530090332,0.0,True
435,436,3523,HIVEP2,-1.7553975582122803,-1.7553975582122803,0.0,True
436,437,3524,TBP,-1.7555456161499023,-1.7555456161499023,0.0,True
437,438,3528,CXXC1,-1.7562263011932373,-1.7562263011932373,0.0,True
438,439,3535,PHF21A,-1.7572572231292725,-1.7572572231292725,0.0,True
439,440,3546,SETDB1,-1.7600456476211548,-1.7600456476211548,0.0,True
440,441,3552,PRDM10,-1.7609158754348755,-1.7609158754348755,0.0,True
441,442,3579,NFIA,-1.7684452533721924,-1.7684452533721924,0.0,True
442,443,3598,HMGA1,-1.7725821733474731,-1.7725821733474731,0.0,True
443,444,3602,KLF3,-1.7737457752227783,-1.7737457752227783,0.0,True
444,445,3626,TFDP3,-1.7771586179733276,-1.7771586179733276,0.0,True
445,446,3633,NPAS2,-1.778198003768921,-1.778198003768921,0.0,True
446,447,3635,SNAI2,-1.7795745134353638,-1.7795745134353638,0.0,True
447,448,3639,ZBTB48,-1.7802931070327759,-1.7802931070327759,0.0,True
448,449,3672,PAX3,-1.7859702110290527,-1.7859702110290527,0.0,True
449,450,3679,TBX1,-1.7865359783172607,-1.7865359783172607,0.0,True
450,451,3680,PHF19,-1.7867646217346191,-1.7867646217346191,0.0,True
451,452,3693,ETV2,-1.7886244058609009,-1.7886244058609009,0.0,True
452,453,3694,ISX,-1.7886873483657837,-1.7886873483657837,0.0,True
453,454,3695,ZNF224,-1.7891013622283936,-1.7891013622283936,0.0,True
454,455,3699,ZNF135,-1.789795160293579,-1.789795160293579,0.0,True
455,456,3712,ZFP90,-1.7919113636016846,-1.7919113636016846,0.0,True
